Restaurant B,Shared_Voter_Count,Votes,Rank,Category A,Restaurant A,Category B
Moore Street Cafe,10,171,1.0,BBQ,Deep Run Roadhouse,Breakfast
Joes Inn the Fan,7,128,3.0,BBQ,Deep Run Roadhouse,Breakfast
Millies Diner,6,77,5.0,BBQ,Deep Run Roadhouse,Breakfast
Perlys,4,161,2.0,BBQ,Deep Run Roadhouse,Breakfast
Kuba Kuba,10,135,2.0,BBQ,Deep Run Roadhouse,Lunch
Coppolas Deli,7,83,5.0,BBQ,Deep Run Roadhouse,Lunch
Union Market,7,135,2.0,BBQ,Deep Run Roadhouse,Lunch
Joes Inn In The Fan,5,123,4.0,BBQ,Deep Run Roadhouse,Lunch
Cobra Cabana,5,61,6.0,BBQ,Deep Run Roadhouse,Lunch
Stellas,9,124,3.0,BBQ,Deep Run Roadhouse,Date Night
Red Salt Chophouse and Sushi,8,44,7.0,BBQ,Deep Run Roadhouse,Date Night
Grisette,6,80,4.0,BBQ,Deep Run Roadhouse,Date Night
Edos Squid,4,139,1.0,BBQ,Deep Run Roadhouse,Date Night
Helens,4,39,11.0,BBQ,Deep Run Roadhouse,Date Night
LUNCH.SUPPER!,15,131,2.0,BBQ,Deep Run Roadhouse,Brunch
SBs Main Street Love Shack,9,107,3.0,BBQ,Deep Run Roadhouse,Brunch
Perlys,8,163,1.0,BBQ,Deep Run Roadhouse,Brunch
Millies Diner,5,83,4.0,BBQ,Deep Run Roadhouse,Brunch
Lulus,4,58,9.0,BBQ,Deep Run Roadhouse,Brunch
Smashed RVA,8,190,1.0,BBQ,Deep Run Roadhouse,Food Truck
Happy Arepas,7,46,9.0,BBQ,Deep Run Roadhouse,Food Truck
River City Wood Fire,7,133,3.0,BBQ,Deep Run Roadhouse,Food Truck
Boka Tako Truck,6,51,8.0,BBQ,Deep Run Roadhouse,Food Truck
1115 (Eleven Fifteen),5,136,2.0,BBQ,Deep Run Roadhouse,Food Truck
Blanchards,12,146,1.0,BBQ,Deep Run Roadhouse,Cafe
Ironclad Coffee Roasters,6,48,10.0,BBQ,Deep Run Roadhouse,Cafe
Sub Rosa,6,97,3.0,BBQ,Deep Run Roadhouse,Cafe
821 Cafe,5,29,15.0,BBQ,Deep Run Roadhouse,Cafe
Lamplighter Coffee Roasters,4,109,2.0,BBQ,Deep Run Roadhouse,Cafe
ZZQ,116,598,1.0,Pizza,Zorch,BBQ
The Smoky Mug,15,99,3.0,Pizza,Zorch,BBQ
Get Tight Lounge,10,46,8.0,Pizza,Zorch,BBQ
Deep Run Roadhouse,9,81,5.0,Pizza,Zorch,BBQ
Buz and Neds Real Barbecue,8,59,7.0,Pizza,Zorch,BBQ
TBT El Gallo,45,166,2.0,Pizza,Zorch,Tacos
Dont Look Back,24,129,3.0,Pizza,Zorch,Tacos
Y Tu Mama,22,84,6.0,Pizza,Zorch,Tacos
El Chido,18,98,5.0,Pizza,Zorch,Tacos
En Su Boca,16,111,4.0,Pizza,Zorch,Tacos
Cobra Burger,58,317,1.0,Pizza,Zorch,Burgers
Beauvine Burger Concept,27,180,2.0,Pizza,Zorch,Burgers
Smashed RVA,27,154,3.0,Pizza,Zorch,Burgers
Eazzy Burger,18,91,6.0,Pizza,Zorch,Burgers
Cobra Cabana,17,110,4.0,Pizza,Zorch,Burgers
Stanleys,34,158,2.0,Pizza,Zorch,Sandwich
Garnetts,30,173,1.0,Pizza,Zorch,Sandwich
Fat Kid Sandwiches in Hatch Local,21,90,8.0,Pizza,Zorch,Sandwich
Perlys,20,115,6.0,Pizza,Zorch,Sandwich
Coppolas Deli,19,132,3.0,Pizza,Zorch,Sandwich
Lucky AF,48,268,1.0,Pizza,Zorch,Sushi
Akida,34,196,2.0,Pizza,Zorch,Sushi
Fighting Fish,20,126,3.0,Pizza,Zorch,Sushi
Sticky Rice,12,96,4.0,Pizza,Zorch,Sushi
Carytown Sushi,12,37,11.0,Pizza,Zorch,Sushi
Goatocado,33,182,1.0,Pizza,Zorch,Veg
821 Cafe,27,147,2.0,Pizza,Zorch,Veg
Roots Natural Kitchen,19,119,3.0,Pizza,Zorch,Veg
Nile Ethiopian,16,93,4.0,Pizza,Zorch,Veg
Harrison Street Cafe,15,64,5.0,Pizza,Zorch,Veg
Lemon Cuisine of India,33,183,1.0,Pizza,Zorch,Curry
Tulsi Indian Cuisine,32,121,4.0,Pizza,Zorch,Curry
Sabai,29,140,2.0,Pizza,Zorch,Curry
Moms Siam,14,114,5.0,Pizza,Zorch,Curry
The Patio Thai,12,62,6.0,Pizza,Zorch,Curry
Pho Tay Do,49,248,1.0,Pizza,Zorch,Noodles
Pho Luca,24,106,4.0,Pizza,Zorch,Noodles
Mekong,18,210,2.0,Pizza,Zorch,Noodles
Moms Siam,16,83,5.0,Pizza,Zorch,Noodles
Pho Thein Phat / Pho So 1,14,125,3.0,Pizza,Zorch,Noodles
City Dogs,38,294,1.0,Pizza,Zorch,Hot Dogs
Black Lodge,23,84,2.0,Pizza,Zorch,Hot Dogs
Horne Dogs,21,71,5.0,Pizza,Zorch,Hot Dogs
The Boardwalk,14,58,8.0,Pizza,Zorch,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,12,77,4.0,Pizza,Zorch,Hot Dogs
Fat Dragon,22,209,1.0,Pizza,Zorch,Fried Rice
Peter Chang Richmond,21,128,2.0,Pizza,Zorch,Fried Rice
Sabai,14,71,4.0,Pizza,Zorch,Fried Rice
Full Kee,11,44,7.0,Pizza,Zorch,Fried Rice
Ginger Thai Taste,7,20,13.0,Pizza,Zorch,Fried Rice
Moore Street Cafe,32,171,1.0,Pizza,Zorch,Breakfast
Perlys,31,161,2.0,Pizza,Zorch,Breakfast
Nates Bagels,17,67,6.0,Pizza,Zorch,Breakfast
Joes Inn the Fan,17,128,3.0,Pizza,Zorch,Breakfast
SBs Main Street Love Shack,14,107,4.0,Pizza,Zorch,Breakfast
Garnetts,33,137,1.0,Pizza,Zorch,Lunch
Joes Inn In The Fan,21,123,4.0,Pizza,Zorch,Lunch
Kuba Kuba,19,135,2.0,Pizza,Zorch,Lunch
Union Market,18,135,2.0,Pizza,Zorch,Lunch
Coppolas Deli,14,83,5.0,Pizza,Zorch,Lunch
LOpossum,28,130,2.0,Pizza,Zorch,Date Night
Edos Squid,24,139,1.0,Pizza,Zorch,Date Night
Stellas,17,124,3.0,Pizza,Zorch,Date Night
Alewife,17,75,5.0,Pizza,Zorch,Date Night
Grisette,16,80,4.0,Pizza,Zorch,Date Night
Perlys,24,163,1.0,Pizza,Zorch,Brunch
SBs Main Street Love Shack,20,107,3.0,Pizza,Zorch,Brunch
Helens,18,65,7.0,Pizza,Zorch,Brunch
LUNCH.SUPPER!,17,131,2.0,Pizza,Zorch,Brunch
Moore Street Cafe,17,83,4.0,Pizza,Zorch,Brunch
Smashed RVA,32,190,1.0,Pizza,Zorch,Food Truck
1115 (Eleven Fifteen),25,136,2.0,Pizza,Zorch,Food Truck
Auntie Nings,16,84,5.0,Pizza,Zorch,Food Truck
Intergalactic Tacos,16,95,4.0,Pizza,Zorch,Food Truck
Tiny Vegan,13,53,7.0,Pizza,Zorch,Food Truck
Blanchards,31,146,1.0,Pizza,Zorch,Cafe
Sub Rosa,21,97,3.0,Pizza,Zorch,Cafe
Lamplighter Coffee Roasters,21,109,2.0,Pizza,Zorch,Cafe
Sugar and Twine,15,76,4.0,Pizza,Zorch,Cafe
The Smoky Mug,14,75,5.0,Pizza,Zorch,Cafe
ZZQ,64,598,1.0,Pizza,Pizza Bones,BBQ
The Smoky Mug,11,99,3.0,Pizza,Pizza Bones,BBQ
Alamo / Frontier by Alamo,9,88,4.0,Pizza,Pizza Bones,BBQ
Get Tight Lounge,7,46,8.0,Pizza,Pizza Bones,BBQ
Redemption BBQ and Market,6,29,10.0,Pizza,Pizza Bones,BBQ
TBT El Gallo,18,166,2.0,Pizza,Pizza Bones,Tacos
El Chido,13,98,5.0,Pizza,Pizza Bones,Tacos
Sincero,11,29,14.0,Pizza,Pizza Bones,Tacos
En Su Boca,11,111,4.0,Pizza,Pizza Bones,Tacos
Y Tu Mama,10,84,6.0,Pizza,Pizza Bones,Tacos
Cobra Burger,62,317,1.0,Pizza,Pizza Bones,Burgers
Beauvine Burger Concept,15,180,2.0,Pizza,Pizza Bones,Burgers
Smashed RVA,11,154,3.0,Pizza,Pizza Bones,Burgers
Cobra Cabana,7,110,4.0,Pizza,Pizza Bones,Burgers
Eazzy Burger,6,91,6.0,Pizza,Pizza Bones,Burgers
Stanleys,23,158,2.0,Pizza,Pizza Bones,Sandwich
Union Market,21,108,7.0,Pizza,Pizza Bones,Sandwich
Garnetts,17,173,1.0,Pizza,Pizza Bones,Sandwich
Fat Kid Sandwiches in Hatch Local,11,90,8.0,Pizza,Pizza Bones,Sandwich
Perlys,10,115,6.0,Pizza,Pizza Bones,Sandwich
Akida,26,196,2.0,Pizza,Pizza Bones,Sushi
Fighting Fish,23,126,3.0,Pizza,Pizza Bones,Sushi
Lucky AF,12,268,1.0,Pizza,Pizza Bones,Sushi
Sumo San,7,55,8.0,Pizza,Pizza Bones,Sushi
LEVEL,5,66,7.0,Pizza,Pizza Bones,Sushi
Goatocado,16,182,1.0,Pizza,Pizza Bones,Veg
821 Cafe,16,147,2.0,Pizza,Pizza Bones,Veg
Nile Ethiopian,15,93,4.0,Pizza,Pizza Bones,Veg
Soul N Vinegar,8,39,11.0,Pizza,Pizza Bones,Veg
Harrison Street Cafe,8,64,5.0,Pizza,Pizza Bones,Veg
Lemon Cuisine of India,25,183,1.0,Pizza,Pizza Bones,Curry
Sabai,16,140,2.0,Pizza,Pizza Bones,Curry
Mekong,14,128,3.0,Pizza,Pizza Bones,Curry
Tulsi Indian Cuisine,14,121,4.0,Pizza,Pizza Bones,Curry
Moms Siam,10,114,5.0,Pizza,Pizza Bones,Curry
Pho Tay Do,40,248,1.0,Pizza,Pizza Bones,Noodles
Mekong,15,210,2.0,Pizza,Pizza Bones,Noodles
Pho Luca,12,106,4.0,Pizza,Pizza Bones,Noodles
Pho Thein Phat / Pho So 1,8,125,3.0,Pizza,Pizza Bones,Noodles
Grace Noodle,7,48,8.0,Pizza,Pizza Bones,Noodles
City Dogs,22,294,1.0,Pizza,Pizza Bones,Hot Dogs
Black Lodge,18,84,2.0,Pizza,Pizza Bones,Hot Dogs
Horne Dogs,12,71,5.0,Pizza,Pizza Bones,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,9,77,4.0,Pizza,Pizza Bones,Hot Dogs
The Boardwalk,5,58,8.0,Pizza,Pizza Bones,Hot Dogs
Peter Chang Richmond,20,128,2.0,Pizza,Pizza Bones,Fried Rice
The Patio Thai,8,29,9.0,Pizza,Pizza Bones,Fried Rice
Sabai,7,71,4.0,Pizza,Pizza Bones,Fried Rice
Fat Dragon,6,209,1.0,Pizza,Pizza Bones,Fried Rice
Mekong,6,89,3.0,Pizza,Pizza Bones,Fried Rice
Perlys,30,161,2.0,Pizza,Pizza Bones,Breakfast
Moore Street Cafe,16,171,1.0,Pizza,Pizza Bones,Breakfast
Joes Inn the Fan,13,128,3.0,Pizza,Pizza Bones,Breakfast
The Liberty Public House,12,41,11.0,Pizza,Pizza Bones,Breakfast
SBs Main Street Love Shack,9,107,4.0,Pizza,Pizza Bones,Breakfast
Union Market,32,135,2.0,Pizza,Pizza Bones,Lunch
Garnetts,14,137,1.0,Pizza,Pizza Bones,Lunch
Coppolas Deli,12,83,5.0,Pizza,Pizza Bones,Lunch
Joes Inn In The Fan,11,123,4.0,Pizza,Pizza Bones,Lunch
Kuba Kuba,10,135,2.0,Pizza,Pizza Bones,Lunch
Alewife,19,75,5.0,Pizza,Pizza Bones,Date Night
Grisette,17,80,4.0,Pizza,Pizza Bones,Date Night
Edos Squid,12,139,1.0,Pizza,Pizza Bones,Date Night
The Roosevelt,9,62,6.0,Pizza,Pizza Bones,Date Night
Stellas,8,124,3.0,Pizza,Pizza Bones,Date Night
Perlys,28,163,1.0,Pizza,Pizza Bones,Brunch
The Liberty Public House,14,55,10.0,Pizza,Pizza Bones,Brunch
Helens,10,65,7.0,Pizza,Pizza Bones,Brunch
Millies Diner,10,83,4.0,Pizza,Pizza Bones,Brunch
Joes Inn the Fan,9,71,6.0,Pizza,Pizza Bones,Brunch
Intergalactic Tacos,15,95,4.0,Pizza,Pizza Bones,Food Truck
Smashed RVA,13,190,1.0,Pizza,Pizza Bones,Food Truck
Auntie Nings,11,84,5.0,Pizza,Pizza Bones,Food Truck
1115 (Eleven Fifteen),9,136,2.0,Pizza,Pizza Bones,Food Truck
Goatocado,7,54,6.0,Pizza,Pizza Bones,Food Truck
Sub Rosa,22,97,3.0,Pizza,Pizza Bones,Cafe
Blanchards,16,146,1.0,Pizza,Pizza Bones,Cafe
Afterglow Coffee Cooperative,16,53,7.0,Pizza,Pizza Bones,Cafe
Riverbend Roastery,10,49,9.0,Pizza,Pizza Bones,Cafe
Lamplighter Coffee Roasters,7,109,2.0,Pizza,Pizza Bones,Cafe
ZZQ,48,598,1.0,Pizza,Belmont Pizza,BBQ
Smohk RVA BBQ,10,133,2.0,Pizza,Belmont Pizza,BBQ
The Smoky Mug,8,99,3.0,Pizza,Belmont Pizza,BBQ
Alamo / Frontier by Alamo,7,88,4.0,Pizza,Belmont Pizza,BBQ
Deep Run Roadhouse,6,81,5.0,Pizza,Belmont Pizza,BBQ
En Su Boca,13,111,4.0,Pizza,Belmont Pizza,Tacos
Cabo Fish Taco,12,184,1.0,Pizza,Belmont Pizza,Tacos
TBT El Gallo,11,166,2.0,Pizza,Belmont Pizza,Tacos
Dont Look Back,10,129,3.0,Pizza,Belmont Pizza,Tacos
El Chido,10,98,5.0,Pizza,Belmont Pizza,Tacos
Cobra Burger,23,317,1.0,Pizza,Belmont Pizza,Burgers
Beauvine Burger Concept,22,180,2.0,Pizza,Belmont Pizza,Burgers
Eazzy Burger,11,91,6.0,Pizza,Belmont Pizza,Burgers
Smashed RVA,8,154,3.0,Pizza,Belmont Pizza,Burgers
Carytown Burger and Fries,7,60,8.0,Pizza,Belmont Pizza,Burgers
Garnetts,29,173,1.0,Pizza,Belmont Pizza,Sandwich
Chioccas,17,126,4.0,Pizza,Belmont Pizza,Sandwich
Union Market,15,108,7.0,Pizza,Belmont Pizza,Sandwich
Secret Sandwich Society,12,120,5.0,Pizza,Belmont Pizza,Sandwich
Coppolas Deli,10,132,3.0,Pizza,Belmont Pizza,Sandwich
Akida,28,196,2.0,Pizza,Belmont Pizza,Sushi
Lucky AF,21,268,1.0,Pizza,Belmont Pizza,Sushi
Fighting Fish,16,126,3.0,Pizza,Belmont Pizza,Sushi
Sticky Rice,7,96,4.0,Pizza,Belmont Pizza,Sushi
LEVEL,6,66,7.0,Pizza,Belmont Pizza,Sushi
Goatocado,26,182,1.0,Pizza,Belmont Pizza,Veg
821 Cafe,15,147,2.0,Pizza,Belmont Pizza,Veg
Roots Natural Kitchen,7,119,3.0,Pizza,Belmont Pizza,Veg
Sen Organic Small Plate,5,51,6.0,Pizza,Belmont Pizza,Veg
Nile Ethiopian,5,93,4.0,Pizza,Belmont Pizza,Veg
Lemon Cuisine of India,22,183,1.0,Pizza,Belmont Pizza,Curry
Mekong,10,128,3.0,Pizza,Belmont Pizza,Curry
Sabai,10,140,2.0,Pizza,Belmont Pizza,Curry
Ginger Thai Taste,7,38,11.0,Pizza,Belmont Pizza,Curry
Moms Siam,7,114,5.0,Pizza,Belmont Pizza,Curry
Pho Tay Do,20,248,1.0,Pizza,Belmont Pizza,Noodles
Mekong,17,210,2.0,Pizza,Belmont Pizza,Noodles
Pho Thein Phat / Pho So 1,12,125,3.0,Pizza,Belmont Pizza,Noodles
Grace Noodle,8,48,8.0,Pizza,Belmont Pizza,Noodles
My Noodle,8,78,6.0,Pizza,Belmont Pizza,Noodles
City Dogs,29,294,1.0,Pizza,Belmont Pizza,Hot Dogs
Ellies Hot Dogs and Ice Cream,8,69,6.0,Pizza,Belmont Pizza,Hot Dogs
Black Lodge,7,84,2.0,Pizza,Belmont Pizza,Hot Dogs
Horne Dogs,6,71,5.0,Pizza,Belmont Pizza,Hot Dogs
Carytown Burgers and Fries,5,44,11.0,Pizza,Belmont Pizza,Hot Dogs
Fat Dragon,17,209,1.0,Pizza,Belmont Pizza,Fried Rice
Peter Chang Richmond,14,128,2.0,Pizza,Belmont Pizza,Fried Rice
Sabai,8,71,4.0,Pizza,Belmont Pizza,Fried Rice
Mekong,5,89,3.0,Pizza,Belmont Pizza,Fried Rice
Moms Siam,5,50,5.0,Pizza,Belmont Pizza,Fried Rice
Moore Street Cafe,18,171,1.0,Pizza,Belmont Pizza,Breakfast
Joes Inn the Fan,14,128,3.0,Pizza,Belmont Pizza,Breakfast
SBs Main Street Love Shack,13,107,4.0,Pizza,Belmont Pizza,Breakfast
Perlys,10,161,2.0,Pizza,Belmont Pizza,Breakfast
The Fancy Biscuit,6,46,10.0,Pizza,Belmont Pizza,Breakfast
Union Market,19,135,2.0,Pizza,Belmont Pizza,Lunch
Garnetts,13,137,1.0,Pizza,Belmont Pizza,Lunch
Joes Inn In The Fan,12,123,4.0,Pizza,Belmont Pizza,Lunch
Chioccas,12,50,9.0,Pizza,Belmont Pizza,Lunch
Kuba Kuba,11,135,2.0,Pizza,Belmont Pizza,Lunch
Edos Squid,14,139,1.0,Pizza,Belmont Pizza,Date Night
LOpossum,11,130,2.0,Pizza,Belmont Pizza,Date Night
Stellas,9,124,3.0,Pizza,Belmont Pizza,Date Night
Pinkys,6,42,8.0,Pizza,Belmont Pizza,Date Night
The Roosevelt,6,62,6.0,Pizza,Belmont Pizza,Date Night
Perlys,15,163,1.0,Pizza,Belmont Pizza,Brunch
Joes Inn the Fan,10,71,6.0,Pizza,Belmont Pizza,Brunch
821 Cafe,9,48,11.0,Pizza,Belmont Pizza,Brunch
SBs Main Street Love Shack,9,107,3.0,Pizza,Belmont Pizza,Brunch
Moore Street Cafe,7,83,4.0,Pizza,Belmont Pizza,Brunch
Smashed RVA,17,190,1.0,Pizza,Belmont Pizza,Food Truck
Auntie Nings,9,84,5.0,Pizza,Belmont Pizza,Food Truck
Tiny Vegan,7,53,7.0,Pizza,Belmont Pizza,Food Truck
Intergalactic Tacos,6,95,4.0,Pizza,Belmont Pizza,Food Truck
River City Wood Fire,6,133,3.0,Pizza,Belmont Pizza,Food Truck
Blanchards,13,146,1.0,Pizza,Belmont Pizza,Cafe
The Smoky Mug,10,75,5.0,Pizza,Belmont Pizza,Cafe
Sugar and Twine,8,76,4.0,Pizza,Belmont Pizza,Cafe
Lamplighter Coffee Roasters,8,109,2.0,Pizza,Belmont Pizza,Cafe
Sub Rosa,7,97,3.0,Pizza,Belmont Pizza,Cafe
ZZQ,56,598,1.0,Pizza,8 ½ in The Fan,BBQ
The Smoky Mug,12,99,3.0,Pizza,8 ½ in The Fan,BBQ
Alamo / Frontier by Alamo,11,88,4.0,Pizza,8 ½ in The Fan,BBQ
Smohk RVA BBQ,7,133,2.0,Pizza,8 ½ in The Fan,BBQ
Deep Run Roadhouse,6,81,5.0,Pizza,8 ½ in The Fan,BBQ
TBT El Gallo,17,166,2.0,Pizza,8 ½ in The Fan,Tacos
El Chido,13,98,5.0,Pizza,8 ½ in The Fan,Tacos
Dont Look Back,12,129,3.0,Pizza,8 ½ in The Fan,Tacos
Cabo Fish Taco,11,184,1.0,Pizza,8 ½ in The Fan,Tacos
Conejo,6,39,10.0,Pizza,8 ½ in The Fan,Tacos
Cobra Burger,23,317,1.0,Pizza,8 ½ in The Fan,Burgers
Beauvine Burger Concept,13,180,2.0,Pizza,8 ½ in The Fan,Burgers
The Franklin inn,8,26,10.0,Pizza,8 ½ in The Fan,Burgers
Carytown Burger and Fries,8,60,8.0,Pizza,8 ½ in The Fan,Burgers
Smashed RVA,7,154,3.0,Pizza,8 ½ in The Fan,Burgers
Stanleys,19,158,2.0,Pizza,8 ½ in The Fan,Sandwich
Coppolas Deli,17,132,3.0,Pizza,8 ½ in The Fan,Sandwich
Garnetts,16,173,1.0,Pizza,8 ½ in The Fan,Sandwich
Chioccas,13,126,4.0,Pizza,8 ½ in The Fan,Sandwich
Perlys,8,115,6.0,Pizza,8 ½ in The Fan,Sandwich
Akida,29,196,2.0,Pizza,8 ½ in The Fan,Sushi
Lucky AF,20,268,1.0,Pizza,8 ½ in The Fan,Sushi
Fighting Fish,12,126,3.0,Pizza,8 ½ in The Fan,Sushi
Osaka Sushi and Steak,9,69,5.0,Pizza,8 ½ in The Fan,Sushi
LEVEL,8,66,7.0,Pizza,8 ½ in The Fan,Sushi
Goatocado,20,182,1.0,Pizza,8 ½ in The Fan,Veg
Nile Ethiopian,14,93,4.0,Pizza,8 ½ in The Fan,Veg
821 Cafe,9,147,2.0,Pizza,8 ½ in The Fan,Veg
Roots Natural Kitchen,8,119,3.0,Pizza,8 ½ in The Fan,Veg
Philly Vegan,5,47,8.0,Pizza,8 ½ in The Fan,Veg
Lemon Cuisine of India,21,183,1.0,Pizza,8 ½ in The Fan,Curry
Sabai,13,140,2.0,Pizza,8 ½ in The Fan,Curry
The Patio Thai,8,62,6.0,Pizza,8 ½ in The Fan,Curry
Mekong,8,128,3.0,Pizza,8 ½ in The Fan,Curry
Tulsi Indian Cuisine,7,121,4.0,Pizza,8 ½ in The Fan,Curry
Pho Tay Do,33,248,1.0,Pizza,8 ½ in The Fan,Noodles
Mekong,13,210,2.0,Pizza,8 ½ in The Fan,Noodles
Vietnam 1,12,76,7.0,Pizza,8 ½ in The Fan,Noodles
Pho Thein Phat / Pho So 1,7,125,3.0,Pizza,8 ½ in The Fan,Noodles
Pho Luca,7,106,4.0,Pizza,8 ½ in The Fan,Noodles
City Dogs,29,294,1.0,Pizza,8 ½ in The Fan,Hot Dogs
Black Lodge,9,84,2.0,Pizza,8 ½ in The Fan,Hot Dogs
The Boardwalk,7,58,8.0,Pizza,8 ½ in The Fan,Hot Dogs
Pops Dogs and Mas Burgers,7,46,10.0,Pizza,8 ½ in The Fan,Hot Dogs
Horne Dogs,7,71,5.0,Pizza,8 ½ in The Fan,Hot Dogs
Peter Chang Richmond,18,128,2.0,Pizza,8 ½ in The Fan,Fried Rice
Fat Dragon,17,209,1.0,Pizza,8 ½ in The Fan,Fried Rice
Sabai,10,71,4.0,Pizza,8 ½ in The Fan,Fried Rice
Full Kee,9,44,7.0,Pizza,8 ½ in The Fan,Fried Rice
The Patio Thai,6,29,9.0,Pizza,8 ½ in The Fan,Fried Rice
Joes Inn the Fan,19,128,3.0,Pizza,8 ½ in The Fan,Breakfast
Perlys,16,161,2.0,Pizza,8 ½ in The Fan,Breakfast
Moore Street Cafe,11,171,1.0,Pizza,8 ½ in The Fan,Breakfast
Millies Diner,9,77,5.0,Pizza,8 ½ in The Fan,Breakfast
SBs Main Street Love Shack,7,107,4.0,Pizza,8 ½ in The Fan,Breakfast
Kuba Kuba,21,135,2.0,Pizza,8 ½ in The Fan,Lunch
Garnetts,18,137,1.0,Pizza,8 ½ in The Fan,Lunch
Union Market,14,135,2.0,Pizza,8 ½ in The Fan,Lunch
Joes Inn In The Fan,11,123,4.0,Pizza,8 ½ in The Fan,Lunch
Coppolas Deli,7,83,5.0,Pizza,8 ½ in The Fan,Lunch
Edos Squid,18,139,1.0,Pizza,8 ½ in The Fan,Date Night
LOpossum,13,130,2.0,Pizza,8 ½ in The Fan,Date Night
Stellas,12,124,3.0,Pizza,8 ½ in The Fan,Date Night
Alewife,7,75,5.0,Pizza,8 ½ in The Fan,Date Night
Adarra,6,42,8.0,Pizza,8 ½ in The Fan,Date Night
Perlys,17,163,1.0,Pizza,8 ½ in The Fan,Brunch
LUNCH.SUPPER!,12,131,2.0,Pizza,8 ½ in The Fan,Brunch
Helens,10,65,7.0,Pizza,8 ½ in The Fan,Brunch
Millies Diner,9,83,4.0,Pizza,8 ½ in The Fan,Brunch
SBs Main Street Love Shack,9,107,3.0,Pizza,8 ½ in The Fan,Brunch
Smashed RVA,14,190,1.0,Pizza,8 ½ in The Fan,Food Truck
Boka Tako Truck,9,51,8.0,Pizza,8 ½ in The Fan,Food Truck
Intergalactic Tacos,8,95,4.0,Pizza,8 ½ in The Fan,Food Truck
Auntie Nings,7,84,5.0,Pizza,8 ½ in The Fan,Food Truck
River City Wood Fire,7,133,3.0,Pizza,8 ½ in The Fan,Food Truck
Lamplighter Coffee Roasters,16,109,2.0,Pizza,8 ½ in The Fan,Cafe
Blanchards,16,146,1.0,Pizza,8 ½ in The Fan,Cafe
Sub Rosa,11,97,3.0,Pizza,8 ½ in The Fan,Cafe
Sugar and Twine,8,76,4.0,Pizza,8 ½ in The Fan,Cafe
Roastology,7,50,8.0,Pizza,8 ½ in The Fan,Cafe
ZZQ,34,598,1.0,Pizza,Hot For Pizza,BBQ
The Smoky Mug,8,99,3.0,Pizza,Hot For Pizza,BBQ
Deep Run Roadhouse,8,81,5.0,Pizza,Hot For Pizza,BBQ
Get Tight Lounge,6,46,8.0,Pizza,Hot For Pizza,BBQ
Alamo / Frontier by Alamo,6,88,4.0,Pizza,Hot For Pizza,BBQ
Dont Look Back,15,129,3.0,Pizza,Hot For Pizza,Tacos
TBT El Gallo,9,166,2.0,Pizza,Hot For Pizza,Tacos
Y Tu Mama,7,84,6.0,Pizza,Hot For Pizza,Tacos
El Chido,5,98,5.0,Pizza,Hot For Pizza,Tacos
La Milpa,5,62,8.0,Pizza,Hot For Pizza,Tacos
Cobra Cabana,32,110,4.0,Pizza,Hot For Pizza,Burgers
Cobra Burger,22,317,1.0,Pizza,Hot For Pizza,Burgers
Beauvine Burger Concept,7,180,2.0,Pizza,Hot For Pizza,Burgers
Smashed RVA,6,154,3.0,Pizza,Hot For Pizza,Burgers
Eazzy Burger,4,91,6.0,Pizza,Hot For Pizza,Burgers
Coppolas Deli,13,132,3.0,Pizza,Hot For Pizza,Sandwich
Garnetts,12,173,1.0,Pizza,Hot For Pizza,Sandwich
Chioccas,10,126,4.0,Pizza,Hot For Pizza,Sandwich
Stanleys,8,158,2.0,Pizza,Hot For Pizza,Sandwich
Union Market,8,108,7.0,Pizza,Hot For Pizza,Sandwich
Lucky AF,21,268,1.0,Pizza,Hot For Pizza,Sushi
Akida,14,196,2.0,Pizza,Hot For Pizza,Sushi
Fighting Fish,10,126,3.0,Pizza,Hot For Pizza,Sushi
Miyabi Sushi,7,68,6.0,Pizza,Hot For Pizza,Sushi
Sticky Rice,7,96,4.0,Pizza,Hot For Pizza,Sushi
821 Cafe,11,147,2.0,Pizza,Hot For Pizza,Veg
Goatocado,10,182,1.0,Pizza,Hot For Pizza,Veg
Philly Vegan,7,47,8.0,Pizza,Hot For Pizza,Veg
Roots Natural Kitchen,6,119,3.0,Pizza,Hot For Pizza,Veg
Sen Organic Small Plate,6,51,6.0,Pizza,Hot For Pizza,Veg
Tulsi Indian Cuisine,14,121,4.0,Pizza,Hot For Pizza,Curry
Sabai,10,140,2.0,Pizza,Hot For Pizza,Curry
Lemon Cuisine of India,8,183,1.0,Pizza,Hot For Pizza,Curry
Mekong,7,128,3.0,Pizza,Hot For Pizza,Curry
Moms Siam,7,114,5.0,Pizza,Hot For Pizza,Curry
Pho Tay Do,20,248,1.0,Pizza,Hot For Pizza,Noodles
Pho Luca,13,106,4.0,Pizza,Hot For Pizza,Noodles
Pho Thein Phat / Pho So 1,12,125,3.0,Pizza,Hot For Pizza,Noodles
My Noodle,7,78,6.0,Pizza,Hot For Pizza,Noodles
Mekong,6,210,2.0,Pizza,Hot For Pizza,Noodles
City Dogs,24,294,1.0,Pizza,Hot For Pizza,Hot Dogs
Fat Kid Sandwiches inside Hatch Local,7,77,4.0,Pizza,Hot For Pizza,Hot Dogs
Bamboo Cafe,6,43,12.0,Pizza,Hot For Pizza,Hot Dogs
